학교명,급식일자,급식인원수,칼로리정보,탄수화물(g),단백질(g),지방(g),비타민A(R.E),티아민(mg),리보플라빈(mg),비타민C(mg),칼슘(mg),철분(mg),menu_list
가경초등학교,20251023,276,709.5,104.6,27.1,21.2,167.1,0.8,0.6,33.6,377.6,3.0,"['친환경 귀리밥', '샐러드파스타', '아욱감자된장국', '고구마치즈롤까스/소스', '배추김치', '파인애플', '일반우유']"
가경초등학교,20251024,269,737.8,98.2,38.7,20.8,164.2,1.1,0.6,16.6,406.3,8.2,"['친환경 현미찹쌀밥', '순두부버섯들깨탕', '제육볶음', '깍두기', '우렁쌈장', '발효유', '미니십원빵', '스틱채소', '야채쌈']"
가경초등학교,20251027,335,571.6,87.7,23.8,12.8,131.8,0.3,0.5,9.6,247.5,1.7,"['친환경 차조밥', '오징어콩나물국', '파절임', '쇠고기육전', '깍두기', '배', '일반우유', '도시락 김']"
가경초등학교,20251028,335,704.4,100.7,35.0,16.7,341.6,0.7,1.0,26.4,466.0,4.8,"['친환경 홍미밥', '떡국', '새송이메추리알장조림', '고등어양념구이', '배추김치', '고칼슘우유', '귤']"
가경초등학교,20251029,335,642.9,77.2,35.8,21.1,91.9,0.3,0.4,13.2,257.1,2.2,"['참치김치덮밥', '팽이버섯장국', '닭날개구이', '꼬들 유자단무지채', '저지방우유', '머스캣코코']"
가경초등학교,20251030,335,627.8,95.2,27.5,13.9,85.9,0.4,0.5,26.2,311.9,2.3,"['친환경 기장밥', '짜장볶음우동', '한우쇠고기무국', '마늘쫑멸치볶음', '배추김치', '파인애플', '일반우유']"
가경초등학교,20251031,335,639.7,80.2,29.5,21.4,70.0,0.9,0.7,6.6,154.0,3.0,"['친환경 발아흑미밥', '계란실파국', '도토리묵무침', '목살된장구이', '깍두기', '발효유', '사과']"
가경초등학교,20251103,335,652.5,86.5,29.9,20.4,141.0,0.2,0.6,11.7,285.1,18.0,"['친환경 찹쌀밥', '쇠고기미역국', '애호박볶음', '깐풍기', '배추김치', '일반우유', '샤인머스켓']"
가경초등학교,20251104,335,620.2,87.9,24.6,18.9,421.1,0.5,0.5,24.0,444.3,3.8,"['친환경 귀리밥', '낙지감자국', '미트볼데리야끼조림', '시금치고추장무침', '깍두기', '고칼슘우유', '사과']"
가경초등학교,20251105,335,813.9,97.9,32.2,32.0,187.9,0.4,0.7,6.8,317.5,9.7,"['쇠고기야채볶음밥', '치킨꿔바로우', '깍두기', '저지방우유', '구슬아이스크림', '참치김치찌개']"
가경초등학교,20251106,335,586.6,83.9,29.0,14.6,129.3,0.4,0.7,27.0,331.6,5.0,"['마파두부', '친환경 현미찹쌀밥', '다시마어묵국', '꼬막양념무침', '배추김치', '파인애플', '일반우유']"
가경초등학교,20251107,335,601.8,91.0,25.6,14.2,87.9,0.4,0.5,10.1,204.6,2.2,"['친환경 기장밥', '누룽지닭백숙', '얼갈이된장무침', '오징어김치전', '깍두기', '발효유', '멜론']"
가경초등학교,20251110,335,556.2,75.6,26.2,15.9,162.1,0.5,0.6,39.0,380.6,2.4,"['친환경 차조밥', '건새우아욱된장국', '우엉조림', '허브치킨플레로티', '배추김치', '오렌지', '일반우유']"
가경초등학교,20251111,335,684.2,94.9,38.2,18.6,302.7,0.9,0.7,6.4,436.0,3.7,"['친환경 흑미밥', '들기름막국수', '대게살 달걀스프', '돈육고추장불고기', '깍두기', '고칼슘우유', '유기농쌀과자']"
가경초등학교,20251112,335,792.0,101.3,34.8,26.2,145.7,0.7,0.5,25.9,322.1,3.5,"['비프마크니커리', '유부장국', '탄두리치킨', '배추김치', '저지방우유', '망고주스', '인도 난']"
가경초등학교,20251113,335,639.8,100.5,27.0,13.6,164.8,0.3,0.5,12.9,324.9,3.6,"['친환경 차조밥', '나가사키짬뽕국', '실곤약야채무침', '비건만두탕수', '배추김치', '바나나', '일반우유']"
가경초등학교,20251114,326,587.6,75.9,38.7,13.6,137.5,0.5,0.7,18.4,222.5,5.0,"['친환경 홍미밥', '열무된장무침', '소고기숙주볶음', '깍두기', '발효유', '방울토마토', '돼지고기김치찌개']"
가경초등학교,20251117,335,605.3,85.6,33.1,13.8,148.9,0.8,0.5,12.3,269.9,2.5,"['친환경 발아현미밥', '북어감자국', '청포묵무침', '콩나물불고기', '배추김치', '크림슨 포도', '일반우유']"
가경초등학교,20251118,335,549.0,76.1,30.7,13.1,358.7,0.6,0.5,10.3,441.0,3.2,"['친환경 귀리밥', '근대된장국', '오이들깨무침', '순살닭볶음탕', '깍두기', '고칼슘우유', '배']"
가경초등학교,20251119,335,863.1,102.2,32.4,34.8,246.9,0.4,0.8,5.8,395.3,4.9,"['가츠동', '맑은콩나물국', '배추김치', '저지방우유', '자일로스 초코라떼', '메추리알어묵볶이']"
가경초등학교,20251120,335,614.1,88.9,36.1,11.6,199.2,1.0,0.6,36.9,268.8,2.2,"['친환경 홍미밥', '시금치된장국', '돈육떡장조림', '오징어미나리초무침', '배추김치', '귤', '일반우유']"
가경초등학교,20251121,335,633.3,94.0,24.7,16.8,36.0,0.2,0.4,19.9,214.3,2.4,"['친환경 찹쌀밥', '식물성 라구스파게티', '설렁탕', '멸치찹쌀콩볶음', '깍두기', '발효유', '파인애플']"
가경초등학교,20251124,335,628.0,106.0,25.1,11.1,119.3,0.6,0.5,7.3,258.5,2.3,"['친환경 차수수밥', '돼지고기순두부찌개', '숙주나물무침', '궁중떡볶이', '깍두기', '사과', '일반우유']"
가경초등학교,20251125,335,591.6,89.9,37.4,8.3,272.0,0.6,0.6,12.4,431.7,3.4,"['친환경 찹쌀밥', '삼색수제비국', '진미채볶음', '연어데리야끼스테이크', '배추김치', '고칼슘우유', '스테비아 방울토마토']"
가경초등학교,20251126,335,778.4,110.3,28.2,23.8,105.5,0.9,0.4,5.1,386.4,2.7,"['자율흰쌀밥', '어묵우동', '배추김치', '저지방우유', '유산균 요구르트', '꼬마떡갈비 또띠아']"
가경초등학교,20251127,335,668.4,86.8,29.6,21.3,92.3,0.4,0.6,36.9,270.1,2.6,"['친환경 기장밥', '한우쇠고기무국', '청태볶음', '오코노미야끼', '배추김치', '귤', '일반우유']"
가경초등학교,20251128,335,626.4,83.2,25.6,20.7,105.4,0.4,0.5,18.7,217.1,3.8,"['친환경 발아흑미밥', '햄김치찌개', '계란찜', '꼬들오이&무채장아찌', '깍두기', '발효유', '메론크림슈']"
가경초등학교,20251201,337,712.0,90.1,26.0,27.8,152.8,0.5,0.7,6.5,305.4,3.1,"['친환경 찹쌀밥', '들깨가루미역국', '실곤약야채무침', '숯불맛 오리불고기', '배추김치', '곰돌이 마들렌', '일반우유']"
가경초등학교,20251202,337,587.2,88.0,25.5,14.5,405.1,0.5,0.7,22.0,470.3,6.6,"['친환경 흑미밥', '조갯살시금치국', '비건만두', '토마토달걀볶음', '깍두기', '고칼슘우유', '청포도']"
가경초등학교,20251203,335,701.8,90.7,38.9,19.2,184.2,0.6,0.9,4.5,387.3,3.1,"['콩나물밥/양념장', '팽이버섯장국', '닭봉오븐구이', '배추김치', '저지방우유', '라이스&바나나우유']"
가경초등학교,20251204,335,682.9,110.7,25.8,14.5,101.1,0.6,0.5,33.0,259.5,3.5,"['친환경 홍미밥', '순대만 국밥', '사과봄동겉절이', '부추전', '깍두기', '오렌지', '일반우유', '다진 양념']"
가경초등학교,20251205,335,588.1,85.7,35.2,10.6,23.8,0.9,0.7,31.1,575.0,6.1,"['친환경 기장밥', '냉이된장국', '오향장육/무쌈', '마늘쫑건새우볶음', '깍두기', '발효유', '귤']"
가경초등학교,20251208,335,818.0,102.9,37.2,27.5,211.5,1.0,0.6,13.6,295.4,3.7,"['친환경 차조밥', '순두부계란국', '제육볶음', '배추김치', '쌈장', '일반우유', '우리밀 슈크림붕어빵', '스틱채소', '야채쌈']"
가경초등학교,20251209,335,621.7,90.2,35.8,11.4,226.5,0.6,0.7,4.2,460.6,3.1,"['친환경 귀리밥', '삼치엿장조림', '명엽채볶음', '깍두기', '고칼슘우유', '사과', '돼지고기김치찌개']"
가경초등학교,20251210,335,1033.0,152.3,31.7,33.1,166.7,0.4,0.5,47.8,308.0,4.5,"['참치마요덮밥', '맑은콩나물국', '르뱅쿠키', '저지방우유', '스위트 샤인머스켓주스', '단무지', '로제 떡볶이']"
가경초등학교,20251211,335,471.7,79.5,21.4,6.8,161.0,0.4,0.7,54.8,258.7,2.2,"['친환경 현미찹쌀밥', '근대된장국', '도토리묵무침', '순살가자미까스', '배추김치', '딸기', '일반우유']"
가경초등학교,20251212,335,502.5,77.0,27.5,9.6,87.3,0.4,0.4,29.0,162.8,2.4,"['친환경 찹쌀밥', '시래기된장국', '묵은지순살닭찜', '느타리버섯볶음', '깍두기', '발효유', '황금향']"
가경초등학교,20251215,335,623.5,89.2,27.6,17.5,105.0,0.8,0.5,38.1,298.6,2.7,"['친환경 기장밥', '한우쇠고기무국', '달래오이무침', '고구마치즈롤까스/소스', '배추김치', '오렌지', '일반우유']"
가경초등학교,20251216,335,686.8,90.7,31.3,21.1,303.8,1.1,0.8,21.0,413.7,3.2,"['친환경 홍미밥', '조랭이떡국', '세발나물무침', '맥적구이', '깍두기', '고칼슘우유', '파인애플']"
가경초등학교,20251217,335,533.4,74.2,22.7,15.9,130.4,0.2,0.4,7.6,259.2,2.1,"['자율흰쌀밥', '베트남쌀국수', '랍스터갈릭구이', '배추김치', '저지방우유', '천혜향 샤베트']"
가경초등학교,20251218,335,644.5,89.2,37.9,13.6,226.0,0.4,0.6,12.9,313.1,6.7,"['친환경 차수수밥', '낙지연포탕', '취나물무침', '닭갈비', '깍두기', '일반우유']"
가경초등학교,20251219,335,769.5,103.3,31.6,24.2,73.4,0.9,0.4,13.9,150.7,2.7,"['친환경 발아현미밥', '다시마어묵국', '감자버터구이', '돼지갈비바베큐', '배추김치', '발효유', '멜론']"
가경초등학교,20251222,335,651.0,115.0,25.8,8.8,137.7,0.4,0.6,13.4,383.8,3.1,"['친환경 차조밥', '오징어배추장국', '숙주미나리무침', '사천식잡채', '깍두기', '통팥 동지찐빵', '일반우유', '유산균 요구르트']"
가경초등학교,20251223,335,570.6,81.2,32.9,12.0,331.9,0.6,0.5,20.5,409.4,3.3,"['친환경 귀리밥', '북어감자국', '닭데리소스조림', '양상추샐러드', '배추김치', '고칼슘우유', '바나나']"
가경초등학교,20251224,335,853.3,113.7,34.6,29.0,65.7,0.5,0.5,4.0,285.7,5.1,"['비벼먹는 치밥', '버섯두부된장국', '쫀득이복만두', '배추김치', '산타 초코마카롱', '저지방우유']"
가경초등학교,20251226,335,725.6,87.9,35.6,25.1,111.7,0.7,0.5,50.4,188.9,3.1,"['친환경 발아흑미밥', '닭곰탕', '두부쑥갓무침', '비엔나푸실리볶음', '배추김치', '발효유', '귤']"
가경초등학교,20251229,335,647.7,100.8,24.8,15.4,92.6,0.4,0.7,9.7,314.4,2.9,"['친환경 귀리밥', '불고기카레우동', '채개장', '청태볶음', '배추김치', '짜먹는 그릭요거트', '일반우유']"
가경초등학교,20251230,335,753.6,111.6,25.7,21.7,236.7,0.4,0.6,5.5,397.6,4.0,"['친환경 현미찹쌀밥', '한방갈비탕', '오이지무침', '치즈떡강정', '깍두기', '고칼슘우유', '배']"
가경초등학교,20251231,335,671.0,72.8,34.2,26.0,91.8,0.5,0.5,30.7,282.5,2.4,"['참치김치덮밥', '계란실파국', '레몬 등갈비구이', '백김치', '요거트 디핑소스', '저지방우유', '파인애플']"
가곡초등학교,20250102,52,635.3,110.3,21.6,12.0,244.2,0.4,0.5,25.0,323.6,3.5,"['나물비빔밥&약고추장', '유부팽이된장국', '배추김치', '양념류', '식혜', '바나나', '액상요구르트', '계란후라이']"
가곡초등학교,20250103,52,962.4,157.2,27.0,25.4,265.8,0.8,0.7,21.5,288.1,8.7,"['김가루주먹밥', '니모어묵국', '로제떡볶이', '오징어&김말이튀김', '배추김치', '블랙사파이어포도주스', '강화우유']"
가곡초등학교,20250106,52,955.6,127.8,46.9,27.3,163.9,0.5,0.6,14.1,398.8,9.8,"['차조밥', '육개장', '건파래볶음', '생선까스+타르타르소스', '통살닭꼬치', '깍두기', '강화우유']"
가곡초등학교,20250107,52,732.4,115.9,35.4,13.4,344.4,1.0,0.7,14.2,205.5,3.5,"['차수수밥', '근대감자된장국', '세발나물무침', '돈육간장불고기', '배추김치', '단호박카스테라인절미', '강화우유']"
가곡초등학교,20250108,52,1035.4,124.0,40.0,42.2,160.5,0.4,0.6,73.5,347.9,4.4,"['치킨마요덮밥', '미소장국', '치커리유자청무침', '배추김치', '찰도그롤', '강화우유', '딸기']"
가곡초등학교,20250109,52,770.1,116.6,24.7,20.9,30.8,0.5,0.3,23.1,132.7,3.0,"['혼합곡밥', '매콤콩나물국', '미키크로켓&케찹', '수제바베큐폭립', '배추김치', '초코쌀과자', '액상요구르트']"
가곡초등학교,20250304,48,911.9,135.8,41.5,22.3,168.3,1.0,0.8,13.7,215.9,4.1,"['차수수밥', '두부된장국', '돈육간장불고기', '더덕구이', '배추김치', '양념류', '푸른뱀케이크', '강화우유']"
가곡초등학교,20250305,48,735.6,132.1,30.0,7.8,168.9,0.6,0.4,108.6,264.3,3.7,"['혼합곡밥', '한우설렁탕', '돌나물오이무침', '고추장떡', '깍두기', '강화우유', '천혜향']"
가곡초등학교,20250306,48,754.9,112.7,37.1,16.7,215.3,0.5,0.5,102.0,138.3,3.4,"['친환경옥수수밥', '들깨무채국', '순살닭볶음탕', '건파래볶음', '배추김치', '액상요구르트', '딸기']"
가곡초등학교,20250307,48,1027.4,165.5,47.1,17.3,242.9,0.7,0.5,44.5,311.9,3.8,"['찹쌀밥', '미니우동국', '치킨커틀릿/하이스소스', '깍두기', '케요네즈샐러드', '패션후르츠에이드', '강화우유']"
가곡초등학교,20250310,48,750.5,107.8,42.7,16.8,599.3,1.2,1.0,56.5,412.8,4.3,"['차수수밥', '육개장', '제육볶음', '깻잎볶음', '배추김치', '골드파인애플', '강화우유']"
가곡초등학교,20250311,48,916.0,145.1,43.5,18.2,377.8,1.1,0.8,25.4,305.5,5.7,"['친환경옥수수밥', '도토리묵채국', '세발나물무침', '로제찜닭', '배추김치', '배', '강화우유']"
가곡초등학교,20250312,48,956.5,132.2,43.9,26.8,477.5,0.9,0.7,18.4,282.9,5.3,"['혼합곡밥', '쇠고기미역국', '우엉잡채', '단호박돼지갈비찜', '김장재료', '배추김치', '애플망고푸딩', '강화우유']"
가곡초등학교,20250313,48,744.8,101.4,44.7,16.0,106.9,1.1,0.5,29.5,152.7,4.0,"['차수수밥', '맑은콩나물국', '수육', '무말랭이무침', '배추김치', '사과', '액상요구르트', '상추오이쌈/쌈장']"
가곡초등학교,20250314,48,879.0,147.8,28.5,18.8,411.0,1.2,0.5,33.3,316.7,4.5,"['마크니커리덮밥', '김치유부국', '시금치나물무침', '하트미니함박스테이크', '깍두기', '화이트데이솜사탕', '강화우유']"
가곡초등학교,20250317,48,937.4,102.4,47.1,36.2,185.1,1.0,0.7,46.1,335.2,4.9,"['차수수밥', '쇠고기샤브국', '비엔나채소볶음', '배추김치', '짜먹는요구르트', '강화우유', '연두부/양념장']"
가곡초등학교,20250318,48,867.0,134.5,43.0,16.3,208.0,0.4,0.4,14.2,300.8,2.7,"['친환경옥수수밥', '니모어묵국', '닭봉매콤조림', '뮤즐리멸치볶음', '배추김치', '바나나', '강화우유']"
가곡초등학교,20250319,48,812.3,115.8,33.4,24.6,160.4,0.7,0.5,11.9,371.1,5.3,"['참치야채비빔밥', '유부팽이된장국', '채식만두&양념장', '배추김치', '귤향과즐', '강화우유']"
가곡초등학교,20250320,48,651.8,96.4,39.8,10.1,56.4,0.9,0.5,29.7,176.8,2.8,"['혼합곡밥', '꽃게된장국', '가지나물', '돈육김치볶음', '깍두기', '꿀얹은토마토', '액상요구르트']"
가곡초등학교,20250321,48,844.8,137.1,46.1,11.1,291.7,0.7,0.9,21.2,317.4,5.0,"['추가밥', '잔치국수', '수제양념치킨', '배추김치', '강화우유', '매실에이드']"
가곡초등학교,20250324,48,707.9,96.4,35.4,19.0,236.6,0.5,0.8,5.9,280.7,4.4,"['차수수밥', '돈육김치찌개', '진미채볶음', '채소계란말이', '들기름김', '깍두기', '뽀로로요구르트', '강화우유']"
가곡초등학교,20250325,48,784.4,93.8,49.6,22.1,245.4,0.4,0.8,19.5,268.8,7.2,"['친환경옥수수밥', '낙지연포탕', '참나물고추장무침', '한우버섯불고기', '배추김치', '강화우유', '단양사과']"
가곡초등학교,20250326,48,797.5,143.6,28.4,9.5,257.1,0.6,0.6,16.8,405.6,3.5,"['곤드레나물밥', '배추된장국', '구운김&양념장', '삼치데리야끼구이', '배추김치', '앙금절편', '강화우유']"
가곡초등학교,20250327,48,851.6,112.6,34.6,28.7,126.9,1.1,0.6,58.4,223.0,4.8,"['혼합곡밥', '돈등뼈감자탕', '아삭오이고추된장무침', '에그랑땡/케찹', '깍두기', '바나나', '액상요구르트']"
가곡초등학교,20250328,48,1003.1,149.9,35.0,28.6,204.9,0.4,0.4,20.3,375.4,5.8,"['찹쌀밥', '마라탕', '쑥갓두부무침', '멘보샤&칠리소스', '배추김치', '마시는샤인머스캣', '강화우유']"
가곡초등학교,20250331,48,795.8,130.3,42.5,9.8,205.6,0.5,0.8,47.8,284.4,4.6,"['차수수밥', '동태탕', '새송이애호박볶음', '주꾸미볶음+소면사리', '배추김치', '골드파인애플', '강화우유']"
가곡초등학교,20250401,47,790.0,111.2,39.0,19.4,253.7,1.0,0.7,25.8,273.3,4.1,"['찹쌀밥', '맑은콩나물국', '오이참깨무침', '제육볶음', '배추김치', '양념류', '뻥이랑', '쌈채소&쌈장', '강화우유']"
가곡초등학교,20250402,47,1007.0,131.4,38.1,35.2,144.7,2.1,0.8,13.3,382.4,3.8,"['혼합곡밥', '유부팽이된장국', '통마늘찹스테이크', '스마일감자&케찹', '배추김치', '벚꽃요거트', '강화우유']"
가곡초등학교,20250403,47,841.1,127.7,38.4,19.0,180.1,0.6,0.5,98.4,253.2,2.9,"['친환경옥수수밥', '들깨무채국', '느타리파프리카볶음', '치즈닭갈비', '배추김치', '오렌지', '액상요구르트']"
가곡초등학교,20250404,47,812.5,137.6,31.2,13.0,89.5,0.4,0.3,5.1,146.6,3.8,"['차수수밥', '한우설렁탕', '부추양파무침', '메밀전병', '깍두기', '청포도에이드', '강화우유']"
가곡초등학교,20250407,47,847.8,131.7,44.5,15.9,263.8,1.0,0.8,45.3,263.8,4.3,"['혼합곡밥', '한우조랭이떡국', '세발나물무침', '돈육간장불고기', '배추김치', '골드파인애플', '강화우유']"
가곡초등학교,20250408,47,920.3,108.4,84.4,14.0,126.1,0.5,0.6,12.1,451.1,5.6,"['차수수밥', '닭곰탕', '건파래볶음', '코다리강정', '배추김치', '바나나', '강화우유']"
가곡초등학교,20250409,47,826.7,139.8,20.4,20.3,318.2,0.6,0.9,27.4,417.1,4.2,"['표고버섯콩나물밥', '아욱감자된장국', '구운김&양념장', '김장재료', '배추김치', '고구마츄러스맛탕', '인절미과자', '강화우유']"
가곡초등학교,20250410,47,782.3,118.8,36.5,16.7,222.0,1.1,0.8,41.9,173.7,6.1,"['친환경옥수수밥', '순두부맑은국', '돼지갈비찜', '취나물무침', '배추김치', '액상요구르트', '방울토마토']"
가곡초등학교,20250411,47,851.0,142.2,25.9,18.3,358.9,0.5,0.3,29.6,233.1,3.7,"['후리가케밥', '베트남쌀국수', '열대과일샐러드', '야채춘권&칠리소스', '배추김치', '강화우유']"
가곡초등학교,20250414,47,939.0,115.0,42.0,33.6,219.7,0.8,0.9,32.8,308.8,5.0,"['찹쌀밥', '부대찌개', '돈육메추리알조림', '단양참깨소스브로콜리무침', '배추김치', '강화우유', '단양사과']"
가곡초등학교,20250415,47,731.6,108.7,43.0,12.9,239.4,0.9,0.7,17.5,264.6,4.1,"['차수수밥', '황태콩나물국', '탕평채', '주꾸미제육볶음', '배추김치', '강화우유', '청포도']"
가곡초등학교,20250416,47,769.1,118.4,36.7,15.1,253.7,1.0,0.5,33.8,304.6,3.5,"['갈릭씨푸드볶음밥', '감자계란국', '사과오이무침', '나박김치', '불고기핫타코', '딸기주스', '강화우유']"
가곡초등학교,20250417,47,658.6,99.5,32.2,13.7,52.1,0.4,0.4,18.2,82.4,2.3,"['친환경옥수수밥', '김치두부국', '새송이애호박볶음', '닭다리바베큐구이', '배추김치', '배', '액상요구르트']"
가곡초등학교,20250418,47,1129.9,217.3,31.2,16.7,247.6,0.6,0.7,47.1,542.4,17.7,"['김밥볶음밥', '꼬치어묵탕', '분모자떡볶이', '김말이튀김', '배추김치', '강화우유', '매실에이드']"
가곡초등학교,20250421,47,783.8,120.6,33.2,19.0,144.0,0.7,0.9,48.9,242.2,4.1,"['혼합곡밥', '버섯들깨탕', '알감자조림', '등갈비김치찜', '깍두기', '골드파인애플', '강화우유']"
가곡초등학교,20250422,47,760.7,129.2,26.7,14.7,376.1,0.7,0.8,42.6,248.1,6.5,"['나물비빔밥&약고추장', '두부된장국', '배추김치', '채소담은ABC주스', '강화우유', '계란후라이', '메이플피칸파이']"
